iata,name,city,state,country,elevation,lat,lon,tz
YCQ,Chetwynd Airport,Chetwynd,British-Columbia,CA,2000,55.68719864,-121.6269989,America/Dawson_Creek
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Manitoba,CA,709,54.61059952,-97.76080322,America/Winnipeg
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Nunavut,CA,32,63.34690094,-90.73110199,America/Winnipeg
YCY,Clyde River Airport,Clyde River,Nunavut,CA,87,70.48609924,-68.51670074,America/Toronto
YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,British-Columbia,CA,2661,50.33029938,-115.8730011,America/Edmonton
YDA,Dawson City Airport,Dawson City,Yukon,CA,1215,64.04309845,-139.128006,America/Vancouver
YDB,Burwash Airport,Burwash,Yukon,CA,2647,61.37110138,-139.0410004,America/Vancouver
YDF,Deer Lake Airport,Deer Lake,Newfoundland-and-Labrador,CA,72,49.21080017,-57.39139938,America/St_Johns
YDM,Ross River Airport,Ross River,Yukon,CA,2314,61.97060013,-132.4230042,America/Whitehorse
YDN,Dauphin Barker Airport,Dauphin,Manitoba,CA,999,51.10079956,-100.052002,America/Winnipeg
YDO,Dolbeau St Felicien Airport,Dolbeau-St-Felicien,Quebec,CA,372,48.7784996,-72.375,America/Toronto
YDP,Nain Airport,Nain,Newfoundland-and-Labrador,CA,22,56.54919815,-61.68030167,America/Halifax
YDQ,Dawson Creek Airport,Dawson Creek,British-Columbia,CA,2148,55.74229813,-120.1829987,America/Dawson_Creek
YEG,Edmonton International Airport,Edmonton,Alberta,CA,2373,53.30970001,-113.5800018,America/Edmonton
YEK,Arviat Airport,Arviat,Nunavut,CA,32,61.09420013,-94.07080078,America/Winnipeg
YEL,Elliot Lake Municipal Airport,Elliot Lake,Ontario,CA,1087,46.35139847,-82.56140137,America/Toronto
YEM,Manitoulin East Municipal Airport,Manitowaning,Ontario,CA,869,45.84280014,-81.85810089,America/Toronto
YEN,Estevan Airport,Estevan,Saskatchewan,CA,1905,49.21030045,-102.9660034,America/Regina
YER,Fort Severn Airport,Fort Severn,Ontario,CA,48,56.01890183,-87.67610168,America/Toronto
YET,Edson Airport,Edson,Alberta,CA,3043,53.57889938,-116.4649963,America/Edmonton
YEU,Eureka Airport,Eureka,Nunavut,CA,256,79.99469757,-85.81420136,America/Rankin_Inlet
YEV,Inuvik Mike Zubko Airport,Inuvik,Northwest-Territories,CA,224,68.30419922,-133.4830017,America/Inuvik
YEY,Amos Magny Airport,Amos,Quebec,CA,1068,48.56389999,-78.24970245,America/Toronto
YFA,Fort Albany Airport,Fort Albany,Ontario,CA,48,52.20140076,-81.69689941,America/Toronto
YFB,Iqaluit Airport,Iqaluit,Nunavut,CA,110,63.75640106,-68.55580139,America/Toronto
YFC,Fredericton Airport,Fredericton,New-Brunswick,CA,68,45.8689003,-66.53720093,America/Moncton
YFE,Forestville Airport,Forestville,Quebec,CA,293,48.74610138,-69.09719849,America/Toronto
YFH,Fort Hope Airport,Fort Hope,Ontario,CA,899,51.56190109,-87.90779877,America/Toronto
YTM,La Macaza / Mont-Tremblant International Inc Airport,Riviere Rouge,Quebec,CA,827,46.40940094,-74.77999878,America/Toronto
YFO,Flin Flon Airport,Flin Flon,Manitoba,CA,997,54.67810059,-101.6819992,America/Winnipeg
YFR,Fort Resolution Airport,Fort Resolution,Northwest-Territories,CA,526,61.18080139,-113.6900024,America/Edmonton
YFS,Fort Simpson Airport,Fort Simpson,Northwest-Territories,CA,555,61.7602005,-121.2369995,America/Edmonton
YMN,Makkovik Airport,Makkovik,Newfoundland-and-Labrador,CA,234,55.07690048,-59.18640137,America/Halifax
YGB,Texada Gillies Bay Airport,Texada,British-Columbia,CA,326,49.69419861,-124.5179977,America/Vancouver
YGD,Goderich Airport,Goderich,Ontario,CA,712,43.76689911,-81.71060181,America/Toronto
YGH,Fort Good Hope Airport,Fort Good Hope,Northwest-Territories,CA,268,66.24079895,-128.651001,America/Edmonton
YGK,Kingston Norman Rogers Airport,Kingston,Ontario,CA,305,44.22529984,-76.59690094,America/Toronto
YGL,La Grande Riviere Airport,La Grande Riviere,Quebec,CA,639,53.62530136,-77.70420074,America/Toronto
YGM,Gimli Industrial Park Airport,Gimli,Manitoba,CA,753,50.62810135,-97.04329681,America/Winnipeg
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Manitoba,CA,617,54.55889893,-94.49140167,America/Winnipeg
YGP,Gaspe (Michel-Pouliot) Airport,Gaspe,Quebec,CA,112,48.77529907,-64.47859955,America/Toronto
YGQ,Geraldton Greenstone Regional Airport,Geraldton,Ontario,CA,1144,49.77830124,-86.93939972,America/Toronto
YGR,Iles-de-la-Madeleine Airport,Iles-de-la-Madeleine,Quebec,CA,35,47.42470169,-61.77809906,America/Toronto
YGT,Igloolik Airport,Igloolik,Nunavut,CA,174,69.36470032,-81.81610107,America/Toronto
YGV,Havre St Pierre Airport,Havre St-Pierre,Quebec,CA,124,50.2818985,-63.6114006,America/Toronto
YGW,Kuujjuarapik Airport,Kuujjuarapik,Quebec,CA,34,55.2818985,-77.76529694,America/Toronto
YGX,Gillam Airport,Gillam,Manitoba,CA,476,56.35749817,-94.71060181,America/Winnipeg
YGZ,Grise Fiord Airport,Grise Fiord,Nunavut,CA,146,76.42610168,-82.90920258,America/Toronto
YQC,Quaqtaq Airport,Quaqtaq,Quebec,CA,103,61.04639816,-69.61779785,America/Toronto
YHD,Dryden Regional Airport,Dryden,Ontario,CA,1354,49.83169937,-92.74420166,America/Winnipeg
YHE,Hope Airport,Hope,British-Columbia,CA,128,49.36830139,-121.4980011,America/Vancouver
YHF,Hearst Rene Fontaine Municipal Airport,Hearst,Ontario,CA,827,49.71419907,-83.68609619,America/Toronto
YNS,Nemiscau Airport,Nemiscau,Quebec,CA,802,51.69110107,-76.13559723,America/Toronto
YHI,Ulukhaktok Holman Airport,Ulukhaktok,Northwest-Territories,CA,117,70.76280212,-117.8059998,America/Yellowknife
YHK,Gjoa Haven Airport,Gjoa Haven,Nunavut,CA,152,68.63559723,-95.84970093,America/Edmonton
YHM,John C. Munro Hamilton International Airport,Hamilton,Ontario,CA,780,43.17359924,-79.93499756,America/Toronto
YHN,Hornepayne Municipal Airport,Hornepayne,Ontario,CA,1099,49.19309998,-84.7589035,America/Toronto
YHO,Hopedale Airport,Hopedale,Newfoundland-and-Labrador,CA,39,55.44829941,-60.22859955,America/Halifax
YHR,Chevery Airport,Chevery,Quebec,CA,39,50.46889877,-59.63669968,America/Blanc-Sablon
YHT,Haines Junction Airport,Haines Junction,Yukon,CA,2150,60.78919983,-137.5460052,America/Whitehorse
YHU,Montreal / Saint-Hubert Airport,Montreal,Quebec,CA,90,45.51750183,-73.41690063,America/Toronto
YHY,Hay River / Merlyn Carter Airport,Hay River,Northwest-Territories,CA,541,60.83969879,-115.7829971,America/Yellowknife
YHZ,Halifax / Stanfield International Airport,Halifax,Nova-Scotia,CA,477,44.88079834,-63.50859833,America/Halifax
YIB,Atikokan Municipal Airport,Atikokan,Ontario,CA,1408,48.77389908,-91.63860321,America/Panama
YDG,Digby / Annapolis Regional Airport,Digby,Nova-Scotia,CA,499,44.54584504,-65.78542471,America/Halifax
YIF,St Augustin Airport,St-Augustin,Quebec,CA,20,51.21170044,-58.65829849,America/Blanc-Sablon
YIK,Ivujivik Airport,Ivujivik,Quebec,CA,126,62.41730118,-77.9253006,America/Toronto
YIO,Pond Inlet Airport,Pond Inlet,Nunavut,CA,181,72.6832962,-77.96669769,America/Toronto
YIV,Island Lake Airport,Island Lake,Manitoba,CA,770,53.85720062,-94.6536026,America/Winnipeg
YJF,Fort Liard Airport,Fort Liard,Northwest-Territories,CA,708,60.2358017,-123.4690018,America/Yellowknife
YJN,St Jean Airport,St Jean,Quebec,CA,136,45.29439926,-73.28109741,America/Toronto
YJT,Stephenville Airport,Stephenville,Newfoundland-and-Labrador,CA,84,48.5442009,-58.54999924,America/St_Johns
YKA,Kamloops Airport,Kamloops,British-Columbia,CA,1133,50.70220184,-120.4440002,America/Vancouver
LAK,Aklavik Airport,Aklavik,Northwest-Territories,CA,23,68.22329712,-135.0059967,America/Edmonton
YKF,Waterloo Airport,Kitchener,Ontario,CA,1055,43.46080017,-80.37860107,America/Toronto
YKJ,Key Lake Airport,Key Lake,Saskatchewan,CA,1679,57.2560997,-105.6179962,America/Regina
YKL,Schefferville Airport,Schefferville,Quebec,CA,1709,54.80530167,-66.80529785,America/Toronto
AKV,Akulivik Airport,Akulivik,Quebec,CA,75,60.8185997,-78.14859772,America/Toronto
YKQ,Waskaganish Airport,Waskaganish,Quebec,CA,80,51.47330093,-78.75830078,America/Toronto
YKX,Kirkland Lake Airport,Kirkland Lake,Ontario,CA,1157,48.21030045,-79.98139954,America/Toronto
YKY,Kindersley Airport,Kindersley,Saskatchewan,CA,2277,51.51750183,-109.1809998,America/Regina
YKZ,Buttonville Municipal Airport,Toronto,Ontario,CA,650,43.86220169,-79.37000275,America/Toronto
YPJ,Aupaluk Airport,Aupaluk,Quebec,CA,119,59.29669952,-69.59970093,America/Toronto
YLC,Kimmirut Airport,Kimmirut,Nunavut,CA,175,62.84999847,-69.88330078,America/Toronto
YLD,Chapleau Airport,Chapleau,Ontario,CA,1470,47.81999969,-83.34670258,America/Toronto
YLH,Lansdowne House Airport,Lansdowne House,Ontario,CA,834,52.1955986,-87.93419647,America/Toronto
YLJ,Meadow Lake Airport,Meadow Lake,Saskatchewan,CA,1576,54.12530136,-108.5230026,America/Regina
YSG,Lutselk'e Airport,Lutselk'e,Northwest-Territories,CA,596,62.41830063,-110.6819992,America/Yellowknife
YLL,Lloydminster Airport,Lloydminster,Saskatchewan,CA,2193,53.30920029,-110.072998,America/Edmonton
YLR,Leaf Rapids Airport,Leaf Rapids,Manitoba,CA,959,56.51330185,-99.98529816,America/Winnipeg
YLK,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Ontario,CA,972,44.48529816,-79.55560303,America/Toronto
YLT,Alert Airport,Alert,Nunavut,CA,100,82.51779938,-62.2806015,America/Toronto
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,CA,215,58.71139908,-65.99279785,America/Iqaluit
YLW,Kelowna Airport,Kelowna,British-Columbia,CA,1409,49.95610046,-119.3779984,America/Vancouver
YMA,Mayo Airport,Mayo,Yukon,CA,1653,63.61640167,-135.8679962,America/Vancouver
YME,Matane Airport,Matane,Quebec,CA,102,48.85689926,-67.45330048,America/Toronto
YMG,Manitouwadge Airport,Manitouwadge,Ontario,CA,1198,49.08390045,-85.86060333,America/Toronto
YMH,Mary's Harbour Airport,Mary's Harbour,Newfoundland-and-Labrador,CA,38,52.30279922,-55.84719849,America/St_Johns
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Saskatchewan,CA,1892,50.33029938,-105.5589981,America/Regina
YML,Charlevoix Airport,Charlevoix,Quebec,CA,977,47.59749985,-70.22389984,America/Toronto
YMM,Fort McMurray Airport,Fort McMurray,Alberta,CA,1211,56.65330124,-111.2220001,America/Edmonton
YMO,Moosonee Airport,Moosonee,Ontario,CA,30,51.29109955,-80.60780334,America/Toronto
YMT,Chapais Airport,Chibougamau,Quebec,CA,1270,49.77190018,-74.52809906,America/Toronto
YUD,Umiujaq Airport,Umiujaq,Quebec,CA,250,56.53609848,-76.51830292,America/Toronto
YMX,Montreal International (Mirabel) Airport,Montreal,Quebec,CA,270,45.67950058,-74.03869629,America/Toronto
YNA,Natashquan Airport,Natashquan,Quebec,CA,39,50.18999863,-61.78919983,America/Toronto
YNC,Wemindji Airport,Wemindji,Quebec,CA,66,53.01060104,-78.83110046,America/Toronto
YND,Ottawa / Gatineau Airport,Gatineau,Quebec,CA,211,45.52170181,-75.56359863,America/Toronto
YNE,Norway House Airport,Norway House,Manitoba,CA,734,53.95830154,-97.84420013,America/Winnipeg
YNL,Points North Landing Airport,Points North Landing,Saskatchewan,CA,1605,58.27669907,-104.0820007,America/Regina
YNM,Matagami Airport,Matagami,Quebec,CA,918,49.76169968,-77.80280304,America/Toronto
YNN,Nejanilini Lake Airport,Nejanilini Lake,Manitoba,CA,1000,59.48749924,-97.78029633,America/Winnipeg
HZP,Fort Mackay / Horizon Airport,Fort Mackay,Alberta,CA,916,57.38169861,-111.7009964,America/Edmonton
YOA,Ekati Airport,Ekati,Northwest-Territories,CA,1536,64.69889832,-110.6149979,America/Edmonton
YOC,Old Crow Airport,Old Crow,Yukon,CA,824,67.57060242,-139.8390045,America/Vancouver
YOD,CFB Cold Lake,Cold Lake,Alberta,CA,1775,54.40499878,-110.2789993,America/Edmonton
YOH,Oxford House Airport,Oxford House,Manitoba,CA,663,54.93330002,-95.27890015,America/Winnipeg
YOJ,High Level Airport,High Level,Alberta,CA,1110,58.62139893,-117.1650009,America/Edmonton
YOO,Oshawa Airport,Oshawa,Ontario,CA,460,43.92279816,-78.89499664,America/Toronto
YOP,Rainbow Lake Airport,Rainbow Lake,Alberta,CA,1759,58.49140167,-119.4079971,America/Edmonton
YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Ontario,CA,1007,44.59030151,-80.83750153,America/Toronto
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Ontario,CA,374,45.32249832,-75.66919708,America/Toronto
YPA,Prince Albert Glass Field,Prince Albert,Saskatchewan,CA,1405,53.21419907,-105.6729965,America/Regina
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Northwest-Territories,CA,15,69.36083812,-124.07547,America/Edmonton
YPS,Port Hawkesbury Airport,Port Hawkesbury,Nova-Scotia,CA,377,45.65670013,-61.36809921,America/Halifax
YPE,Peace River Airport,Peace River,Alberta,CA,1873,56.22689819,-117.4469986,America/Edmonton
YPG,Southport Airport,Portage,Manitoba,CA,885,49.90309906,-98.27390289,America/Winnipeg
YPH,Inukjuak Airport,Inukjuak,Quebec,CA,83,58.47190094,-78.07689667,America/Toronto
YPL,Pickle Lake Airport,Pickle Lake,Ontario,CA,1267,51.44639969,-90.21420288,America/Panama
YPM,Pikangikum Airport,Pikangikum,Ontario,CA,1114,51.81969833,-93.97329712,America/Winnipeg
YPN,Port Menier Airport,Port-Menier,Quebec,CA,167,49.83639908,-64.28859711,America/Toronto
YPO,Peawanuck Airport,Peawanuck,Ontario,CA,173,54.98809814,-85.44329834,America/Toronto
YPQ,Peterborough Airport,Peterborough,Ontario,CA,628,44.22999954,-78.36329651,America/Toronto
YPR,Prince Rupert Airport,Prince Rupert,British-Columbia,CA,116,54.28609848,-130.4450073,America/Vancouver
YPW,Powell River Airport,Powell River,British-Columbia,CA,425,49.83420181,-124.5,America/Vancouver
YPX,Puvirnituq Airport,Puvirnituq,Quebec,CA,74,60.05059814,-77.28690338,America/Toronto
YPY,Fort Chipewyan Airport,Fort Chipewyan,Alberta,CA,761,58.76720047,-111.1169968,America/Edmonton
YQA,Muskoka Airport,Muskoka,Ontario,CA,925,44.97470093,-79.30329895,America/Toronto
YQB,Quebec Jean Lesage International Airport,Quebec,Quebec,CA,244,46.79109955,-71.39330292,America/Toronto
YQD,The Pas Airport,The Pas,Manitoba,CA,887,53.97140121,-101.0910034,America/Winnipeg
YQF,Red Deer Regional Airport,Red Deer,Alberta,CA,2968,52.18220139,-113.8939972,America/Edmonton
YQG,Windsor Airport,Windsor,Ontario,CA,622,42.27560043,-82.95559692,America/Toronto
YQH,Watson Lake Airport,Watson Lake,Yukon,CA,2255,60.11640167,-128.8220062,America/Vancouver
YQI,Yarmouth Airport,Yarmouth,Nova-Scotia,CA,141,43.82690048,-66.08809662,America/Halifax
YQK,Kenora Airport,Kenora,Ontario,CA,1332,49.78829956,-94.36309814,America/Winnipeg
YQL,Lethbridge County Airport,Lethbridge,Alberta,CA,3048,49.63029861,-112.8000031,America/Edmonton
YQM,Greater Moncton International Airport,Moncton,New-Brunswick,CA,232,46.11220169,-64.6785965,America/Halifax
YQN,Nakina Airport,Nakina,Ontario,CA,1057,50.18280029,-86.6964035,America/Toronto
YQQ,Comox Airport,Comox,British-Columbia,CA,84,49.71080017,-124.887001,America/Vancouver
YQR,Regina International Airport,Regina,Saskatchewan,CA,1894,50.43190002,-104.6660004,America/Regina
YQS,St Thomas Municipal Airport,St Thomas,Ontario,CA,778,42.77000046,-81.1108017,America/Toronto
YQT,Thunder Bay Airport,Thunder Bay,Ontario,CA,653,48.37189865,-89.32389832,America/Thunder_Bay
YQU,Grande Prairie Airport,Grande Prairie,Alberta,CA,2195,55.17969894,-118.8850021,America/Edmonton
YQV,Yorkton Municipal Airport,Yorkton,Saskatchewan,CA,1635,51.26470184,-102.461998,America/Regina
YQW,North Battleford Airport,North Battleford,Saskatchewan,CA,1799,52.76919937,-108.2440033,America/Regina
YQX,Gander International Airport,Gander,Newfoundland-and-Labrador,CA,496,48.93690109,-54.56809998,America/St_Johns
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Nova-Scotia,CA,203,46.16139984,-60.04779816,America/Glace_Bay
YQZ,Quesnel Airport,Quesnel,British-Columbia,CA,1789,53.02610016,-122.5100021,America/Vancouver
YRA,Rae Lakes Airport,Gameti,Northwest-Territories,CA,723,64.1160965,-117.3099976,America/Yellowknife
YRB,Resolute Bay Airport,Resolute Bay,Nunavut,CA,215,74.71690369,-94.9693985,America/Winnipeg
YRI,Riviere-du-Loup Airport,Riviere-du-Loup,Quebec,CA,427,47.76440048,-69.58470154,America/Toronto
YRJ,Roberval Airport,Roberval,Quebec,CA,586,48.52000046,-72.26560211,America/Toronto
YRL,Red Lake Airport,Red Lake,Ontario,CA,1265,51.06689835,-93.79309845,America/Winnipeg
YRO,Ottawa / Rockcliffe Airport,Ottawa,Ontario,CA,188,45.46030045,-75.64610291,America/Toronto
YRP,Ottawa / Carp Airport,Carp,Ontario,CA,382,45.31919861,-76.02220154,America/Toronto
YRQ,Trois-Rivieres Airport,Trois-Rivieres,Quebec,CA,199,46.35279846,-72.67939758,America/Toronto
YRS,Red Sucker Lake Airport,Red Sucker Lake,Manitoba,CA,729,54.16719818,-93.55719757,America/Winnipeg
YRT,Rankin Inlet Airport,Rankin Inlet,Nunavut,CA,94,62.81140137,-92.11579895,America/Winnipeg
YRV,Revelstoke Airport,Revelstoke,British-Columbia,CA,1459,50.96670151,-118.1829987,America/Vancouver
YSB,Sudbury Airport,Sudbury,Ontario,CA,1141,46.625,-80.79889679,America/Toronto
YSC,Sherbrooke Airport,Sherbrooke,Quebec,CA,792,45.43859863,-71.69139862,America/Toronto
YSF,Stony Rapids Airport,Stony Rapids,Saskatchewan,CA,805,59.25030136,-105.8410034,America/Regina
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Ontario,CA,416,44.94580078,-75.94059753,America/Toronto
YSJ,Saint John Airport,Saint John,New-Brunswick,CA,357,45.31610107,-65.89029694,America/Halifax
YSK,Sanikiluaq Airport,Sanikiluaq,Nunavut,CA,104,56.53779984,-79.24669647,America/Iqaluit
YSL,St Leonard Airport,St Leonard,New-Brunswick,CA,793,47.15750122,-67.83470154,America/Moncton
YSM,Fort Smith Airport,Fort Smith,Northwest-Territories,CA,671,60.02030182,-111.961998,America/Edmonton
YCM,Niagara District Airport,St Catharines,Ontario,CA,321,43.19169998,-79.17169952,America/Toronto
YSP,Marathon Airport,Marathon,Ontario,CA,1035,48.75529861,-86.3443985,America/Toronto
YST,St. Theresa Point Airport,St. Theresa Point,Manitoba,CA,773,53.84560013,-94.85189819,America/Winnipeg
YSU,Summerside Airport,Summerside,Prince-Edward-Island,CA,56,46.44060135,-63.83359909,America/Halifax
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Northwest-Territories,CA,282,71.99389648,-125.2429962,America/Edmonton
YTA,Pembroke Airport,Pembroke,Ontario,CA,529,45.86439896,-77.25170136,America/Toronto
YTE,Cape Dorset Airport,Cape Dorset,Nunavut,CA,164,64.23000336,-76.52670288,America/Toronto
YTF,Alma Airport,Alma,Quebec,CA,445,48.50889969,-71.64189911,America/Toronto
YTH,Thompson Airport,Thompson,Manitoba,CA,729,55.80110168,-97.86419678,America/Winnipeg
YTL,Big Trout Lake Airport,Big Trout Lake,Ontario,CA,729,53.81779861,-89.89689636,America/Winnipeg
YTQ,Tasiujaq Airport,Tasiujaq,Quebec,CA,122,58.6678009,-69.95580292,America/Toronto
YTR,CFB Trenton,Trenton,Ontario,CA,283,44.1189003,-77.52809906,America/Toronto
YTS,Timmins/Victor M. Power,Timmins,Ontario,CA,967,48.56969833,-81.37670136,America/Toronto
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Ontario,CA,252,43.62749863,-79.39620209,America/Toronto
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Northwest-Territories,CA,15,69.4332962,-133.026001,America/Yellowknife
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.47060013,-73.74079895,America/Toronto
YUT,Repulse Bay Airport,Repulse Bay,Nunavut,CA,80,66.52140045,-86.22470093,America/Winnipeg
YUX,Hall Beach Airport,Hall Beach,Nunavut,CA,27,68.77610016,-81.24359894,America/Toronto
YUY,Rouyn Noranda Airport,Rouyn-Noranda,Quebec,CA,988,48.20610046,-78.83560181,America/Toronto
YVB,Bonaventure Airport,Bonaventure,Quebec,CA,123,48.07109833,-65.46029663,America/Toronto
YVC,La Ronge Airport,La Ronge,Saskatchewan,CA,1242,55.15140152,-105.262001,America/Regina
YVE,Vernon Airport,Vernon,British-Columbia,CA,1140,50.24810028,-119.3310013,America/Vancouver
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,Nunavut,CA,21,67.54579926,-64.03140259,America/Toronto
YVO,Val-d'Or Airport,Val-d'Or,Quebec,CA,1107,48.05329895,-77.78279877,America/Toronto
YVP,Kuujjuaq Airport,Kuujjuaq,Quebec,CA,129,58.09609985,-68.42690277,America/Toronto
YVQ,Norman Wells Airport,Norman Wells,Northwest-Territories,CA,238,65.28160095,-126.7979965,America/Edmonton
YVR,Vancouver International Airport,Vancouver,British-Columbia,CA,14,49.19390106,-123.1839981,America/Vancouver
YVT,Buffalo Narrows Airport,Buffalo Narrows,Saskatchewan,CA,1423,55.84189987,-108.4179993,America/Regina
YVV,Wiarton Airport,Wiarton,Ontario,CA,729,44.74580002,-81.10720062,America/Toronto
YVZ,Deer Lake Airport,Deer Lake,Ontario,CA,1092,52.65579987,-94.06140137,America/Winnipeg
YWA,Petawawa Airport,Petawawa,Ontario,CA,427,45.95220184,-77.31919861,America/Toronto
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Manitoba,CA,783,49.90999985,-97.23989868,America/Winnipeg
YWJ,Deline Airport,Deline,Northwest-Territories,CA,703,65.21109772,-123.435997,America/Edmonton
YWK,Wabush Airport,Wabush,Newfoundland-and-Labrador,CA,1808,52.9219017,-66.86440277,America/Halifax
YWL,Williams Lake Airport,Williams Lake,British-Columbia,CA,3085,52.18310165,-122.0540009,America/Vancouver
YWP,Webequie Airport,Webequie,Ontario,CA,685,52.9593934,-87.37486839,America/Toronto
YWY,Wrigley Airport,Wrigley,Northwest-Territories,CA,489,63.20940018,-123.4369965,America/Edmonton
YXC,Cranbrook Airport,Cranbrook,British-Columbia,CA,3082,49.6108017,-115.7819977,America/Edmonton
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Alberta,CA,2202,53.57249832,-113.5210037,America/Edmonton
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Saskatchewan,CA,1653,52.17079926,-106.6999969,America/Regina
